Price,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Date,,,,,
2024-11-02,2491.068603515625,2522.360595703125,2471.95556640625,2512.208251953125,9639457439
2024-11-03,2456.42529296875,2495.4365234375,2411.3984375,2491.094482421875,15667779706
2024-11-04,2397.0263671875,2488.350341796875,2359.578125,2456.09521484375,17110200696
2024-11-05,2422.650634765625,2478.618896484375,2380.601318359375,2397.036376953125,17894057485
2024-11-06,2724.169189453125,2743.964111328125,2421.81298828125,2422.539306640625,41887574364
2024-11-07,2895.58544921875,2918.744384765625,2701.5908203125,2724.005859375,35352318438
2024-11-08,2962.296630859375,2983.744873046875,2889.484375,2895.597900390625,32303261101
2024-11-09,3131.14453125,3156.3662109375,2957.182373046875,2962.791015625,29210133088
2024-11-10,3191.331298828125,3249.9140625,3073.248779296875,3130.729248046875,47418730187
2024-11-11,3374.81298828125,3389.529296875,3109.76953125,3191.656982421875,55417771668
2024-11-12,3246.25732421875,3444.154052734375,3211.198486328125,3375.15478515625,56686078066
2024-11-13,3192.595947265625,3337.877197265625,3121.666015625,3244.543212890625,52010205682
2024-11-14,3058.94873046875,3240.270751953125,3032.971923828125,3192.5205078125,35743352141
2024-11-15,3103.04052734375,3130.703857421875,3016.14404296875,3059.526123046875,32701369872
2024-11-16,3133.27392578125,3218.089599609375,3073.286376953125,3089.739990234375,26650658846
2024-11-17,3075.66162109375,3160.152587890625,3039.246826171875,3133.306640625,28348163224
2024-11-18,3207.8564453125,3225.130615234375,3052.4912109375,3075.722900390625,35445557613
2024-11-19,3111.384033203125,3222.00439453125,3070.36279296875,3208.25048828125,29823634432
2024-11-20,3072.18798828125,3159.949462890625,3032.603271484375,3111.116943359375,29785491216
2024-11-21,3361.053955078125,3388.54296875,3035.8466796875,3072.05517578125,51619069348
2024-11-22,3331.600830078125,3428.46044921875,3262.808837890625,3360.654296875,36775716442
2024-11-23,3396.223388671875,3499.370849609375,3317.65478515625,3331.6455078125,38835184688
2024-11-24,3363.659912109375,3451.80224609375,3288.430908203125,3396.99951171875,27901454185
2024-11-25,3413.5439453125,3545.27880859375,3304.093994140625,3364.6015625,51544793988
2024-11-26,3326.517333984375,3461.29296875,3255.54296875,3412.950927734375,39902959158
2024-11-27,3657.249267578125,3687.009033203125,3303.56787109375,3326.029052734375,43383987191
2024-11-28,3579.8115234375,3664.878173828125,3531.87060546875,3656.609619140625,32362724276
2024-11-29,3593.494384765625,3647.264404296875,3538.44677734375,3579.91064453125,27622629486
2024-11-30,3705.705322265625,3739.934814453125,3572.254150390625,3593.59814453125,30670867436
2024-12-01,3711.1650390625,3747.455322265625,3663.234130859375,3706.619873046875,28018113530
2024-12-02,3644.198486328125,3761.343017578125,3557.252197265625,3710.495361328125,47284967570
2024-12-03,3620.711669921875,3670.2197265625,3504.226318359375,3643.7421875,36839829742
2024-12-04,3841.3310546875,3895.17431640625,3617.74462890625,3620.03759765625,56799745752
2024-12-05,3811.00830078125,3956.54150390625,3683.4208984375,3840.844482421875,60568296606
2024-12-06,4005.810546875,4093.172119140625,3782.681396484375,3792.20849609375,52853668566
2024-12-07,4002.692626953125,4029.452880859375,3974.17626953125,4006.02880859375,22574636761
2024-12-08,4005.70458984375,4018.0,3927.85400390625,4007.690673828125,20943378971
2024-12-09,3718.6904296875,4008.77783203125,3525.23291015625,4006.101806640625,57029832059
2024-12-10,3631.833740234375,3780.75341796875,3520.365234375,3719.00048828125,58416417599
2024-12-11,3832.822021484375,3850.765380859375,3567.56640625,3631.276123046875,35968053196
2024-12-12,3883.1015625,3987.005859375,3800.0908203125,3833.172119140625,42971675764
2024-12-13,3911.205322265625,3967.395263671875,3855.023681640625,3883.030029296875,34895127659
2024-12-14,3868.4052734375,3943.278076171875,3826.761962890625,3910.847900390625,28756190559
2024-12-15,3951.941162109375,3971.498046875,3832.0966796875,3868.441162109375,25069616984
2024-12-16,3987.48095703125,4106.95556640625,3882.705322265625,3951.65283203125,46536359669
2024-12-17,3886.76611328125,4040.337890625,3849.28662109375,3987.333984375,35418700472
2024-12-18,3618.791259765625,3902.715576171875,3617.840576171875,3886.886962890625,48946681636
2024-12-19,3417.927978515625,3717.662353515625,3330.87255859375,3619.58203125,58879190250
2024-12-20,3472.553466796875,3496.327392578125,3098.20361328125,3417.93017578125,66383827229
2024-12-21,3337.222412109375,3552.921630859375,3293.505615234375,3472.589111328125,31579389836
2024-12-22,3277.53515625,3398.657470703125,3219.294921875,3336.998779296875,24780768375
2024-12-23,3415.785400390625,3461.52783203125,3217.36865234375,3277.51416015625,34496081389
2024-12-24,3492.0498046875,3535.857666015625,3355.609130859375,3415.738037109375,23083678195
2024-12-25,3493.2353515625,3542.833740234375,3440.09716796875,3491.95751953125,17651873225
2024-12-26,3331.225830078125,3512.6044921875,3302.306396484375,3493.30419921875,22247726776
2024-12-27,3421.816162109375,3421.816162109375,3318.565185546875,3330.81689453125,22759118848
